site_id,point_id,latitude_dd,longitude_dd,elevation
SANDY NECK,S2-T8-44,41.72949107806819,-70.36862968539398,1.6241
SANDY NECK,S2-T8-45,41.72948353036594,-70.36866219671798,1.6221
SANDY NECK,S2-T8-46,41.72947992901038,-70.3686756912272,1.6321
SANDY NECK,S2-T8POND-47,41.72947676597906,-70.36868263379753,1.3141
SANDY NECK,S2-T8-48,41.72947588084328,-70.36870174204518,1.6281
SANDY NECK,S2-T8-49,41.729470497977474,-70.36872566641681,1.6391
SANDY NECK,S2-T8-50,41.72946113601093,-70.3687562346729,1.6391
SANDY NECK,S2-T8-51,41.72945311571235,-70.36878002728987,1.6522
SANDY NECK,S2-T8-52,41.72944247092323,-70.36880184642561,1.6422
SANDY NECK,S2-T8POND-53,41.72944055006759,-70.36880809635241,1.4972
SANDY NECK,S2-T8POND-54,41.72938593167015,-70.36899264114096,1.1513
SANDY NECK,S2-T10-55,41.7289674685903,-70.36981690993994,1.3939
SANDY NECK,S2-T10-56,41.72896239340427,-70.3698021671779,1.5249
SANDY NECK,S2-T10-57,41.72896025350024,-70.36978221450556,1.5579
SANDY NECK,S2-T10-58,41.72895981202091,-70.36976258527989,1.5589
SANDY NECK,S2-T10-59,41.72895964433268,-70.36974341034563,1.5709
SANDY NECK,S2-T10-60,41.72895752218865,-70.36972196714716,1.5969
SANDY NECK,S2-T10-61,41.7289552109503,-70.36969900858666,1.6079
SANDY NECK,S2-T10-62,41.728951923113435,-70.36968166225999,1.6079
SANDY NECK,S2-T10-63,41.728948145756554,-70.3696615581803,1.6109
SANDY NECK,S2-T10-64,41.728945557269725,-70.36964221158695,1.6219
SANDY NECK,S2-T10-65,41.72894488985995,-70.36962188862405,1.6259
SANDY NECK,S2-T10-66,41.7289445174914,-70.36960401509135,1.6389
SANDY NECK,S2-T10-67,41.728945210805776,-70.36958212191878,1.6569
SANDY NECK,S2-T10-68,41.72894670001709,-70.3695516404803,1.6559
SANDY NECK,S2-T10-69,41.72894916971342,-70.36952353045004,1.6629
SANDY NECK,S2-T10-70,41.72895202450699,-70.36949409279408,1.6639
SANDY NECK,S2-T10-71,41.728955621634256,-70.36946962696466,1.6639
SANDY NECK,S2-T10-72,41.72895866312581,-70.36944643824258,1.6689
SANDY NECK,S2-T10-73,41.72896048464819,-70.36943341226636,1.6599
SANDY NECK,S2-T10POND-74,41.728963136456954,-70.36942780314958,1.1988
SANDY NECK,S2-T7-75,41.72813712756945,-70.3663424736539,1.5552
SANDY NECK,S2-T7-76,41.72812626967561,-70.36633681022502,1.5913
SANDY NECK,S2-T7-77,41.728112071102466,-70.3663303185344,1.6113
SANDY NECK,S2-T7-78,41.72809167964537,-70.36632199310938,1.6393
SANDY NECK,S2-T7-79,41.72807070388073,-70.36631281488026,1.6113
SANDY NECK,S2-T7-80,41.7280518765681,-70.36630323011214,1.6073
SANDY NECK,S2-T7-81,41.728032178301284,-70.36629417515368,1.5964
SANDY NECK,S2-T7-82,41.72801152871367,-70.36628407686125,1.5954
SANDY NECK,S2-T7-83,41.72799291521048,-70.36627090288945,1.5964
SANDY NECK,S2-T7-84,41.72796917212809,-70.36625509534025,1.6054
SANDY NECK,S2-T7-85,41.72794666770657,-70.3662419194896,1.6295
SANDY NECK,S2-T7-86,41.727929013079994,-70.36622915301153,1.6205
SANDY NECK,S2-T7-87,41.72791248064415,-70.36621745153327,1.5955
SANDY NECK,S2-T7-88,41.72789306557093,-70.36620578877015,1.5935
SANDY NECK,S2-T7-89,41.727873642419524,-70.36619632008382,1.5975
SANDY NECK,S2-T7-90,41.72785891838761,-70.36618857050715,1.5965
SANDY NECK,S2-T7-91,41.7278433116113,-70.36618007001411,1.6186
SANDY NECK,S2-T7-92,41.727825093736044,-70.36616846630854,1.6236
SANDY NECK,S2-T7-93,41.72780452599082,-70.36615905875551,1.6176
SANDY NECK,S2-T7-94,41.72778692991141,-70.36614894228546,1.6286
SANDY NECK,S2-T7-95,41.72776701274878,-70.36613935856302,1.6226
SANDY NECK,PROTOPOND-96,41.72764651280566,-70.36643835061102,1.6108
SANDY NECK,PROTOPOND-97,41.72763825621657,-70.36645630299166,1.5719
SANDY NECK,PROTOPOND-98,41.72763255625716,-70.36646830637378,1.5449
SANDY NECK,PROTOPOND-99,41.72762713621585,-70.36647797837811,1.5239
SANDY NECK,PROTOPOND-100,41.72762287861349,-70.36648836033991,1.5109
SANDY NECK,PROTOPOND-101,41.727617490780844,-70.36649986776244,1.5249
SANDY NECK,PROTOPOND-102,41.72762520818624,-70.36650604533003,1.5109
SANDY NECK,PROTOPOND-103,41.72763419925235,-70.36651039712022,1.5369
SANDY NECK,PROTOPOND-104,41.72764461559306,-70.36651456390501,1.6419
SANDY NECK,PROTOPOND-105,41.7276548914251,-70.36652145697865,1.6359
SANDY NECK,S2T8-42,41.72834167174872,-70.36805830701567,1.86031
SANDY NECK,S2T8-43,41.728353314061714,-70.36807902136532,1.8693
SANDY NECK,S2T8-44,41.72836674021182,-70.36810952689929,1.77129
SANDY NECK,S2T8-45,41.72838219858342,-70.36815165524109,1.74728
SANDY NECK,S2T8-46,41.728412377103105,-70.36822302293228,1.68826
SANDY NECK,S2T8-47,41.72843292921503,-70.36827759297636,1.68624
SANDY NECK,S2T8-48,41.728458617817715,-70.36835235947318,1.69123
SANDY NECK,S2T8-49,41.72848943247916,-70.36842550948036,1.69821
SANDY NECK,S2T8-50,41.72852699239357,-70.3684994820543,1.68518
SANDY NECK,S2T8-51,41.72853188069803,-70.36852312274205,1.68817
SANDY NECK,S2T8-52,41.72853790130442,-70.36855907534252,1.68417
SANDY NECK,S2T8-53,41.72854823051326,-70.36859474548542,1.66017
SANDY NECK,S2T8-54,41.72854683539289,-70.36860222806625,1.64717
SANDY NECK,S2T8-55,41.72854745734741,-70.36862713804375,1.66117
SANDY NECK,S2T8-56,41.72854363388649,-70.36866834990829,1.67019
SANDY NECK,S2T8-57,41.72855186330866,-70.36872906704896,1.69719
SANDY NECK,S2T8-58,41.728489523950365,-70.36888280874393,1.66329
SANDY NECK,S2T8-59,41.728509894598545,-70.36893670791345,1.66028
SANDY NECK,S2T8-60,41.72852995035151,-70.36897621448271,1.68226
SANDY NECK,S2T8-61,41.72854338387762,-70.36901968643551,1.67525
SANDY NECK,S2T8-62,41.72854399713927,-70.36908613333449,1.67026
SANDY NECK,S2T8-63,41.72858229187418,-70.36916340674375,1.66623
SANDY NECK,S2T8-64,41.72859644083328,-70.36921259183988,1.65323
SANDY NECK,S2T8-65,41.728599998376886,-70.36927381825771,1.66323
SANDY NECK,S2T8-66,41.72860314322353,-70.36937042310363,1.65825
SANDY NECK,UDA-1-10,41.73202955604773,-70.38159420972599,1.44076
SANDY NECK,UDA-1-11,41.732022259102855,-70.38160256873506,1.43677
SANDY NECK,UDA-1-12,41.73202762952707,-70.38161360523783,1.41277
SANDY NECK,UDA-1-13,41.73203535826623,-70.3816060394488,1.43876
SANDY NECK,UDA-2-14,41.73221098408778,-70.38141708106498,1.41253
SANDY NECK,UDA-2-15,41.73220460606041,-70.38142317524236,1.41354
SANDY NECK,UDA-2-16,41.73220912502374,-70.3814331161615,1.41354
SANDY NECK,UDA-2-17,41.732216290603475,-70.38142594347181,1.40553
SANDY NECK,DA-4-21,41.73238596951588,-70.38124839976201,1.42931
SANDY NECK,DA-4-22,41.73237992652853,-70.38125659333923,1.42232
SANDY NECK,DA-4-23,41.73238412237075,-70.38126569288008,1.41631
SANDY NECK,DA-4-24,41.732391567629165,-70.38125997865332,1.41131
SANDY NECK,DA-7-26,41.73272867412849,-70.3809722331328,1.32589
SANDY NECK,DA-7-27,41.732720942140176,-70.3809770755415,1.3319
SANDY NECK,DA-7-28,41.7327243492034,-70.38098885643039,1.3379
SANDY NECK,DA-7-29,41.73273294292874,-70.38098275792572,1.31289
SANDY NECK,DA-6-31,41.73257625724299,-70.38109470158285,1.39308
SANDY NECK,DA-6-32,41.73256765593967,-70.381101429959,1.38709
SANDY NECK,DA-6-33,41.73257138527422,-70.38111412314596,1.38009
SANDY NECK,DA-6-34,41.73258103270042,-70.38110728371679,1.39008
SANDY NECK,DITCHTRANC1-10,41.7306836246223,-70.37880690624408,1.64421
SANDY NECK,DITCHTRANC1-11,41.73067524374697,-70.37881103871244,1.64322
SANDY NECK,DITCHTRANC1-12,41.73067788683624,-70.37882045332975,1.63322
SANDY NECK,DITCHTRANC1-13,41.73068606804797,-70.37881869849782,1.63021
SANDY NECK,DITCHTRANC7Q-15,41.73144987800712,-70.37823635337953,1.45328
SANDY NECK,DITCHTRANC7Q-16,41.73145808698198,-70.37823378503063,1.44928
SANDY NECK,DITCHTRANC7Q-17,41.73145330932158,-70.37822060930179,1.45728
SANDY NECK,DITCHTRANC7Q-18,41.731445372034344,-70.378226057172,1.45929
SANDY NECK,DITCHTRANC6Q-132,41.731275629027486,-70.37837179343263,1.4945
SANDY NECK,DITCHTRANC6Q-133,41.73127073833998,-70.37836128341007,1.4965
SANDY NECK,DITCHTRANC6Q-134,41.731263176041956,-70.37836625470426,1.49151
SANDY NECK,DITCHTRANC6Q-135,41.73126710271618,-70.37837678860205,1.48351
SANDY NECK,DITCHTRANC4Q-136,41.73106335572146,-70.3785468089013,1.51676
SANDY NECK,DITCHTRANC4Q-137,41.73107243802009,-70.37854126655083,1.50875
SANDY NECK,DITCHTRANC4Q-138,41.731069883748106,-70.37853045301023,1.49775
SANDY NECK,DITCHTRANC4Q-139,41.73106040984992,-70.3785348531414,1.51376
SANDY NECK,UDTC-Q1-10,41.72958604662385,-70.37024362614422,1.5863
SANDY NECK,UDTC-Q1-11,41.729579766206015,-70.37023478880884,1.58131
SANDY NECK,UDTC-Q1-12,41.729573172563015,-70.37024164156503,1.58932
SANDY NECK,UDTC-Q1-13,41.729578439644705,-70.37025161763525,1.59231
SAGE LOT,SageLot-001,41.5564678039044,-70.5047909592185,0.1921
SAGE LOT,SageLot-002,41.55646786605547,-70.50479102781173,0.1991
SAGE LOT,SageLot-003,41.55646777562065,-70.50479105569191,0.2021
SAGE LOT,SageLot-004,41.55649394499891,-70.50485680203604,0.2311
SAGE LOT,SageLot-005,41.556493981392514,-70.50485677410126,0.2231
SAGE LOT,SageLot-006,41.556494007667766,-70.50485683107004,0.2261
SAGE LOT,SageLot-007,41.55655215993762,-70.50484213947375,0.2611
SAGE LOT,SageLot-008,41.55655210610041,-70.50484212383509,0.2561
SAGE LOT,SageLot-009,41.556552159153036,-70.50484219941217,0.2511
SAGE LOT,SageLot-010,41.55653119807223,-70.50476595793012,0.2491
SAGE LOT,SageLot-011,41.556531126540314,-70.50476591789838,0.2491
SAGE LOT,SageLot-012,41.5565311525018,-70.50476599884252,0.2591
SAGE LOT,SageLot-013,41.55342913551114,-70.50569339773428,0.4711
SAGE LOT,SageLot-014,41.55342917038209,-70.50569348607613,0.4721
SAGE LOT,SageLot-015,41.55345204416827,-70.50573642709531,0.4221
SAGE LOT,SageLot-016,41.55346166716358,-70.50573615764603,0.4171
SAGE LOT,SageLot-017,41.55346171282856,-70.50573610954393,0.4171
SAGE LOT,SageLot-018,41.553461649123676,-70.50573615962544,0.4171
SAGE LOT,SageLot-019,41.55346222684617,-70.50574844077406,0.3871
SAGE LOT,SageLot-020,41.55346214503859,-70.50574849762978,0.3881
SAGE LOT,SageLot-021,41.553462163313995,-70.50574847766971,0.3871
SAGE LOT,SageLot-022,41.553452761225536,-70.50574976066704,0.3961
SAGE LOT,SageLot-023,41.55345262589484,-70.50574977790997,0.3921
SAGE LOT,SageLot-024,41.55345255552502,-70.50574964917458,0.3951
SAGE LOT,SageLot-025,41.55345192796783,-70.50585945189226,0.3611
SAGE LOT,SageLot-026,41.553451875810765,-70.50585930799154,0.3661
SAGE LOT,SageLot-027,41.553460729222415,-70.50585659256812,0.3581
SAGE LOT,SageLot-028,41.55346077195131,-70.50585676862501,0.3701
SAGE LOT,SageLot-029,41.55346300928536,-70.50586887126843,0.3511
SAGE LOT,SageLot-030,41.553463018556535,-70.50586885109938,0.3541
SAGE LOT,SageLot-031,41.55346294688364,-70.50586882185681,0.3561
SAGE LOT,SageLot-032,41.55345347165184,-70.5058722506821,0.3341
SAGE LOT,SageLot-033,41.55345340986247,-70.50587215452077,0.3351
SAGE LOT,SageLot-034,41.553453427635446,-70.50587217291948,0.3321
SAGE LOT,SageLot-035,41.553506596831724,-70.50596080425815,0.2901
SAGE LOT,SageLot-036,41.55350661587657,-70.50596072556128,0.2881
SAGE LOT,SageLot-037,41.55350661593939,-70.50596072076644,0.2871
SAGE LOT,SageLot-038,41.553515683510085,-70.50595678367172,0.2891
SAGE LOT,SageLot-039,41.553515765569,-70.50595670763681,0.2881
SAGE LOT,SageLot-040,41.55351551341852,-70.50595670418113,0.2831
SAGE LOT,SageLot-041,41.55351889759504,-70.50596858045799,0.2551
SAGE LOT,SageLot-042,41.553518941171696,-70.50596869178466,0.2531
SAGE LOT,SageLot-043,41.553510275994824,-70.50597422699563,0.2731
SAGE LOT,SageLot-044,41.553510313833314,-70.50597408878126,0.2691
SAGE LOT,SageLot-045,41.55351037579531,-70.50597417175692,0.2681
SAGE LOT,SageLot-046,41.55351167024007,-70.50608300237667,0.2481
SAGE LOT,SageLot-047,41.55351162727597,-70.50608284430018,0.2481
SAGE LOT,SageLot-048,41.55351166432941,-70.50608276602145,0.2451
SAGE LOT,SageLot-049,41.55352127216185,-70.50608090389827,0.2671
SAGE LOT,SageLot-050,41.55352125479719,-70.50608085433296,0.2711
SAGE LOT,SageLot-051,41.553521212948034,-70.50608061114794,0.2711
SAGE LOT,SageLot-052,41.553523065515485,-70.50609320609075,0.2421
SAGE LOT,SageLot-053,41.55352307477099,-70.50609318712043,0.2421
SAGE LOT,SageLot-054,41.553523066677556,-70.50609311738609,0.2411
SAGE LOT,SageLot-055,41.55351319811064,-70.50609631881724,0.2551
SAGE LOT,SageLot-056,41.55351320672231,-70.50609634899409,0.2631
SAGE LOT,SageLot-057,41.55351326296203,-70.50609618123013,0.2571
SAGE LOT,SageLot-058,41.553568020452445,-70.50618869035759,0.2151
SAGE LOT,SageLot-059,41.553568075577274,-70.50618860770216,0.2161
SAGE LOT,SageLot-060,41.553577551110536,-70.50618446907083,0.2151
SAGE LOT,SageLot-061,41.55357750563385,-70.50618450278814,0.2091
SAGE LOT,SageLot-062,41.553577478668196,-70.50618449856479,0.2111
SAGE LOT,SageLot-063,41.553580739221445,-70.5061954966679,0.1981
SAGE LOT,SageLot-064,41.5535806300397,-70.50619558046634,0.1991
SAGE LOT,SageLot-065,41.553580739975274,-70.50619543912968,0.2031
SAGE LOT,SageLot-066,41.55357231942614,-70.50620086368492,0.2031
SAGE LOT,SageLot-067,41.55357219331951,-70.50620086435403,0.2011
SAGE LOT,SageLot-068,41.55357226623299,-70.50620079889872,0.2031
SAGE LOT,SageLot-069,41.55357278620903,-70.50631235273201,0.2031
SAGE LOT,SageLot-070,41.55357285829017,-70.50631235080859,0.2071
SAGE LOT,SageLot-071,41.55357277054072,-70.50631217370568,0.2021
SAGE LOT,SageLot-072,41.55358114957602,-70.50630648080664,0.1631
SAGE LOT,SageLot-073,41.55358123779666,-70.5063066219482,0.1691
SAGE LOT,SageLot-074,41.55358129135097,-70.50630665916411,0.1721
SAGE LOT,SageLot-075,41.553584807235886,-70.50631810446355,0.1811
SAGE LOT,SageLot-076,41.553585004277096,-70.50631818937728,0.1781
SAGE LOT,SageLot-077,41.553585086524706,-70.50631809895822,0.1771
SAGE LOT,SageLot-078,41.553575581120406,-70.50632314218011,0.1031
SAGE LOT,SageLot-079,41.5535756802457,-70.50632313848655,0.1121
SAGE LOT,SageLot-080,41.5535755257442,-70.50632324401485,0.1041
SAGE LOT,SageLot-081,41.55362648123895,-70.5065388560258,0.1131
SAGE LOT,SageLot-082,41.55362649770804,-70.50653897391796,0.1071
SAGE LOT,SageLot-083,41.55362639056811,-70.50653890188313,0.1131
SAGE LOT,SageLot-084,41.55363498826772,-70.50653439398044,0.1111
SAGE LOT,SageLot-085,41.55363492589772,-70.50653434217064,0.1121
SAGE LOT,SageLot-086,41.553635025541396,-70.50653429891985,0.1091
SAGE LOT,SageLot-087,41.553638156576746,-70.50654555544125,0.1011
SAGE LOT,SageLot-088,41.55363804807021,-70.50654558769449,0.1031
SAGE LOT,SageLot-089,41.5536380129643,-70.50654551733261,0.0991
SAGE LOT,SageLot-090,41.553629755336544,-70.50655019260954,0.2191
SAGE LOT,SageLot-091,41.55362965625839,-70.50655019270661,0.2141
SAGE LOT,SageLot-092,41.553629718235676,-70.50655027448425,0.2131
SAGE LOT,SageLot-093,41.55368275156337,-70.50663892384964,0.2231
SAGE LOT,SageLot-094,41.55368269725509,-70.50663894417168,0.2271
SAGE LOT,SageLot-095,41.55368258980107,-70.50663889611091,0.2191
SAGE LOT,SageLot-096,41.553691300158185,-70.50663403950419,0.2021
SAGE LOT,SageLot-097,41.55369121027279,-70.50663402542571,0.2041
SAGE LOT,SageLot-098,41.55369117436575,-70.50663401619818,0.2061
SAGE LOT,SageLot-099,41.55369534845443,-70.50664540607674,0.1791
SAGE LOT,SageLot-100,41.553695448255226,-70.50664535083894,0.1851
SAGE LOT,SageLot-101,41.55369534062838,-70.50664531596401,0.1821
SAGE LOT,SageLot-102,41.55368689435285,-70.50665132742115,0.2121
SAGE LOT,SageLot-103,41.55368680424753,-70.50665133012464,0.2141
SAGE LOT,SageLot-104,41.55368689394441,-70.50665135858772,0.2151
SAGE LOT,SageLot-105,41.55380091481603,-70.50709173395832,0.2031
SAGE LOT,SageLot-106,41.553800932368816,-70.50709176913949,0.2041
SAGE LOT,SageLot-107,41.553800923820276,-70.50709173416753,0.2031
SAGE LOT,SageLot-108,41.55380979103921,-70.50708796762567,0.2121
SAGE LOT,SageLot-109,41.553809709309576,-70.5070880184864,0.2091
SAGE LOT,SageLot-110,41.55380967300973,-70.5070880392265,0.2071
SAGE LOT,SageLot-111,41.55381388858518,-70.5070990092413,0.2251
SAGE LOT,SageLot-112,41.55381375232718,-70.50709909720577,0.2281
SAGE LOT,SageLot-113,41.55381360609067,-70.50709925928143,0.2271
SAGE LOT,SageLot-114,41.5538051121312,-70.50710409688025,0.2281
SAGE LOT,SageLot-115,41.553805193467994,-70.50710407598744,0.2281
SAGE LOT,SageLot-116,41.55380523929065,-70.50710401589892,0.2271
SAGE LOT,SageLot-117,41.55380623722142,-70.50722095432421,0.2111
SAGE LOT,SageLot-118,41.55380626423415,-70.50722095495186,0.2111
SAGE LOT,SageLot-119,41.553806325047994,-70.50722112543538,0.2081
SAGE LOT,SageLot-120,41.55381487171891,-70.50721501565192,0.2271
SAGE LOT,SageLot-121,41.55381488958598,-70.5072150268588,0.2261
SAGE LOT,SageLot-122,41.55381483697487,-70.50721491771903,0.2201
SAGE LOT,SageLot-123,41.55381969814075,-70.5072261089855,0.2161
SAGE LOT,SageLot-124,41.55381967013793,-70.50722618387701,0.2191
SAGE LOT,SageLot-125,41.553819680195126,-70.5072261037722,0.2161
SAGE LOT,SageLot-126,41.55381102969937,-70.50723257566301,0.2151
SAGE LOT,SageLot-127,41.55381124591131,-70.50723257229323,0.2191
SAGE LOT,SageLot-128,41.55381126384122,-70.50723257870526,0.2191
SAGE LOT,SageLot-129,41.553863912093306,-70.50731689603849,0.1981
SAGE LOT,SageLot-130,41.55386381376957,-70.50731683859595,0.1961
SAGE LOT,SageLot-131,41.553863750834125,-70.50731682993903,0.2021
SAGE LOT,SageLot-132,41.55387234144162,-70.50731355221819,0.2011
SAGE LOT,SageLot-133,41.553872341425894,-70.5073135534169,0.2021
SAGE LOT,SageLot-134,41.55387229675043,-70.50731352599898,0.2031
SAGE LOT,SageLot-135,41.55387566522759,-70.50732521498995,0.1951
SAGE LOT,SageLot-136,41.55387582731973,-70.50732521755741,0.1941
SAGE LOT,SageLot-137,41.553875881958156,-70.50732517206282,0.1881
SAGE LOT,SageLot-138,41.55386673448313,-70.50732970427259,0.1971
SAGE LOT,SageLot-139,41.55386674284299,-70.50732975362924,0.1961
SAGE LOT,SageLot-140,41.553866841355344,-70.50732979668719,0.1941
SAGE LOT,SageLot-141,41.55435733610652,-70.50725963707721,0.1651
SAGE LOT,SageLot-142,41.5543572291557,-70.50725955065563,0.1601
SAGE LOT,SageLot-143,41.55435721081717,-70.50725957541043,0.1621
SAGE LOT,SageLot-144,41.554366792735436,-70.50725831718137,0.1731
SAGE LOT,SageLot-145,41.554366683930105,-70.50725837220952,0.1701
SAGE LOT,SageLot-146,41.55436661921877,-70.5072584990087,0.1701
SAGE LOT,SageLot-147,41.554369159339494,-70.50727085352004,0.1621
SAGE LOT,SageLot-148,41.55436931285174,-70.50727082351257,0.1631
SAGE LOT,SageLot-149,41.55436940357001,-70.5072707740596,0.1581
SAGE LOT,SageLot-150,41.554359649752605,-70.50727277772484,0.1391
SAGE LOT,SageLot-151,41.554359596214326,-70.50727273930895,0.1431
SAGE LOT,SageLot-152,41.554359506297594,-70.50727272762684,0.1411
SAGE LOT,SageLot-153,41.55430595467521,-70.5071528860048,0.2071
SAGE LOT,SageLot-154,41.55430598080791,-70.50715295376106,0.2071
SAGE LOT,SageLot-155,41.55430597159937,-70.50715296913529,0.2061
SAGE LOT,SageLot-156,41.554314737541304,-70.50715005757138,0.1891
SAGE LOT,SageLot-157,41.55431472980997,-70.5071499602654,0.1921
SAGE LOT,SageLot-158,41.5543148190981,-70.50715001989633,0.1851
SAGE LOT,SageLot-159,41.55431698182246,-70.50716230686936,0.1701
SAGE LOT,SageLot-160,41.55431706303353,-70.50716229556629,0.1711
SAGE LOT,SageLot-161,41.55431702560221,-70.50716240261475,0.1711
SAGE LOT,SageLot-162,41.554308078820746,-70.50716536753164,0.1781
SAGE LOT,SageLot-163,41.55430786468322,-70.50716521266983,0.1731
SAGE LOT,SageLot-164,41.55430800695963,-70.50716535267196,0.1761
SAGE LOT,SageLot-165,41.554309147668896,-70.50702886748756,0.2351
SAGE LOT,SageLot-166,41.55430902164087,-70.50702886216139,0.2301
SAGE LOT,SageLot-167,41.554317899088595,-70.50702706352936,0.2351
SAGE LOT,SageLot-168,41.55431791747421,-70.50702703517833,0.2381
SAGE LOT,SageLot-169,41.55431799863816,-70.50702702747127,0.2391
SAGE LOT,SageLot-170,41.554319888545265,-70.50703882726704,0.2451
SAGE LOT,SageLot-171,41.554320222110945,-70.5070388038404,0.2421
SAGE LOT,SageLot-172,41.554320205328125,-70.50703870992139,0.2371
SAGE LOT,SageLot-173,41.55431132971929,-70.50704174245905,0.2231
SAGE LOT,SageLot-174,41.55431126689383,-70.50704172541124,0.2211
SAGE LOT,SageLot-175,41.554311265511025,-70.5070418308991,0.2301
SAGE LOT,SageLot-176,41.554256050891524,-70.50692309365591,0.2241
SAGE LOT,SageLot-177,41.554255972005905,-70.506922927548,0.2261
SAGE LOT,SageLot-178,41.55425592407785,-70.5069231482662,0.2291
SAGE LOT,SageLot-179,41.55426562405223,-70.50692044183259,0.2161
SAGE LOT,SageLot-180,41.554265553385235,-70.50692033587009,0.2191
SAGE LOT,SageLot-181,41.554265653516104,-70.50692025545904,0.2171
SAGE LOT,SageLot-182,41.55426813768424,-70.5069327585244,0.2011
SAGE LOT,SageLot-183,41.554268153964344,-70.50693289080252,0.1991
SAGE LOT,SageLot-184,41.55426804666757,-70.50693283075356,0.2001
SAGE LOT,SageLot-185,41.554258732556626,-70.50693633395154,0.1771
SAGE LOT,SageLot-186,41.55425875994646,-70.5069363058097,0.1711
SAGE LOT,SageLot-187,41.554258864448535,-70.5067977689919,0.2051
SAGE LOT,SageLot-188,41.55425899107361,-70.50679772876606,0.2051
SAGE LOT,SageLot-189,41.554268515137814,-70.50679401219075,-0.0569
SAGE LOT,SageLot-190,41.55426859685162,-70.50679396252802,-0.0579
SAGE LOT,SageLot-191,41.55426853353909,-70.50679398264096,-0.0589
SAGE LOT,SageLot-192,41.554270848070026,-70.50680637264436,-0.0409
SAGE LOT,SageLot-193,41.55427094653543,-70.50680641929799,-0.0359
SAGE LOT,SageLot-194,41.554270794751545,-70.50680631744677,-0.0459
SAGE LOT,SageLot-195,41.55426201861921,-70.50680931994953,0.0171
SAGE LOT,SageLot-196,41.554261999322385,-70.50680941782664,0.0191
SAGE LOT,SageLot-197,41.554261943631495,-70.5068095436365,0.0141
SAGE LOT,SageLot-198,41.55420843084858,-70.50669426121593,-0.0189
SAGE LOT,SageLot-199,41.55420837842552,-70.50669413769118,-0.0159
SAGE LOT,SageLot-200,41.554208360731224,-70.50669411329842,-0.0279
SAGE LOT,SageLot-201,41.554216663846006,-70.5066907784394,0.2141
SAGE LOT,SageLot-202,41.554216575610184,-70.50669063849466,0.2071
SAGE LOT,SageLot-203,41.55421665509312,-70.50669075905068,0.2131
SAGE LOT,SageLot-204,41.55422021873912,-70.5067019933545,0.1961
SAGE LOT,SageLot-205,41.55422026368182,-70.50670200039386,0.2011
SAGE LOT,SageLot-206,41.55422027241898,-70.50670202098132,0.1971
SAGE LOT,SageLot-207,41.55421233258822,-70.5065662951321,0.1621
SAGE LOT,SageLot-208,41.55421231605635,-70.50656618203377,0.1571
SAGE LOT,SageLot-209,41.55422179929293,-70.50656351847803,0.1581
