Abbrev,n,median
Eastern_2,1634568,0.17114263772964478
Econfina_,210234,0.4167059361934662
Edisto_Ri,211464,0.8157675862312317
Escambia,15160,0.19343814253807068
Escatawpa,2049,0.22644373774528503
Everglade,340038,0.2194320261478424
Farmingto,55,0.5091623663902283
Florida_B,74576,0.1626034379005432
Florida_S,109582,0.19076986610889435
Grays_Har,13458,1.0782698392868042
Great_Egg,263922,0.5620003938674927
Great_Wic,42726,0.3559437543153763
Gualala_S,318,0.6559947729110718
Gunpowder,48447,0.32857605814933777
Hackensac,1375,0.785478949546814
Hampton_R,33936,0.3623414635658264
Hoh_Quill,349,0.8459377288818359
Hood_Cana,4749,1.1801345348358154
Housatoni,2235,1.0248456001281738
Hudson_Ho,4,0.697849452495575
Hudson_Wa,7425,0.5768280029296875
Lake_Maur,82157,0.17155329883098602
Lake_Pont,1604,0.15617495775222778
Lavaca,21634,0.12111029028892517
Liberty_B,86372,0.165988489985466
Little_Ma,1244,0.23575608432292938
Long_Isla,14617,1.0007354021072388
Los_Angel,171,0.58448028564453125
Lower_And,3780,1.4062652587890625
Lower_Bra,1916,0.1682823896408081
Lower_Cal,733005,0.1754215806722641
Lower_Cap,44440,0.6535433530807495
Lower_Che,225,1.1869909763336182
Lower_Cho,7999,0.09042830020189285
Lower_Co1,2220,0.1456010937690735
Lower_Co3,1325,1.059464931488037
Lower_Co4,21614,1.0461021661758423
Lower_Con,11288,0.5151196122169495
Lower_Del,21770,0.835625946521759
Lower_Eel,5801,0.7426910400390625
Lower_Hud,9569,0.6304637789726257
Lower_Jam,42390,0.34969478845596313
Lower_Ken,864,1.429864525794983
Lower_Kla,10,0.7628509998321533
Lower_Mis,70625,0.17257559299468994
Lower_Nec,8468,0.1755763292312622
Lower_Neu,181338,0.14538834989070892
Lower_Nue,2162,0.1396501660346985
Lower_Och,19572,0.33293208479881287
Lower_Oge,1,0.4133509397506714
Lower_Pea,110569,0.17463859915733337
Lower_Pen,2782,1.612483024597168
Lower_Pot,54399,0.2662554681301117
Lower_Rap,42034,0.24592876434326172
Lower_Rio,195,0.15507254004478455
Lower_Roa,639,0.08330588787794113
Lower_Rog,323,0.7880245447158813
Lower_Sab,207218,0.17357765138149261
Lower_Sac,9049,0.6391009092330933
Lower_San,5278,0.10771235823631287
Lower_Sav,65765,0.9585951566696167
Lower_Ska,877,1.1172337532043457
Lower_St_,82769,0.5814536809921265
Lower_Sus,755,0.5276497006416321
Lower_Suw,21513,0.3955655097961426
Lower_Tri,29431,0.1667504757642746
Lynnhaven,39946,0.36494871973991394
Mad_Redwo,9659,0.7971805334091187
Maine_Coa,30032,1.7647775411605835
Manatee,6608,0.24153152108192444
Mattaponi,12386,0.3039860725402832
Mattole,49,0.7219381332397461
Mermentau,945205,0.17293189465999603
Merrimack,10011,1.1498656272888184
Middle_Hu,55,0.6710483431816101
Middle_Ja,2,0.33256492018699646
Middle_Ne,21,0.1632213294506073
Middle_Po,4025,0.37561607360839844
Mission,20876,0.0991273820400238
Mississip,214347,0.21309931576251984
Mobile_Ba,38720,0.17285476624965668
Mobile_Te,58047,0.21868577599525452
Monterey_,7910,0.5638618469238281
Mullica_T,234849,0.41585221886634827
Myakka,6400,0.1885402798652649
Nanticoke,68458,0.33944353461265564
Narragans,25213,0.6448425054550171
Nassau,123193,0.6598568558692932
Navidad,3352,0.12190702557563782
Necanicum,112,0.9678197503089905
Nehalem,3058,0.9111131429672241
New,22792,0.23557192087173462
New_River,88503,0.4614047706127167
Newport_B,836,0.5797813534736633
Nisqually,103,1.465632438659668
Nooksack,2050,0.9018712043762207
North_Cor,37637,0.1387881189584732
North_Gal,8653,0.16326117515563965
North_Lag,8048,0.17411161959171295
Northern_,19975,1.0317500829696655
Ogeechee_,955332,1.0832493305206299
Pajaro,484,0.5709330439567566
Pamlico,85721,0.12316573411226273
Pamlico_S,225895,0.11983178555965424
Pamunkey,24987,0.31222936511039734
Pascagoul,67701,0.22883233428001404
Passamaqu,3343,2.5588572025299072
Patuxent,22753,0.25094038248062134
Pawcatuck,8281,0.40959903597831726
Peace,8829,0.20483863353729248
Pensacola,23169,0.188096821308136
Perdido,3754,0.12337109446525574
Perdido_B,18955,0.1367703080177307
Piscataqu,52323,1.1790553331375122
Pokomoke_,164995,0.3569881021976471
Presumpsc,23604,1.3368501663208008
Puget_Sou,26841,1.1410330533981323
Queets_Qu,501,1.017728328704834
Quinnipia,21841,0.7635147571563721
Raritan,13632,0.844150960445404
Russian,55,0.6728793382644653
Sabine_La,576712,0.17863070964813232
Saco,1600,1.3108139038085937
Salinas,514,0.5587075352668762
Salkehatc,274706,0.8378485441207886
San_Anton,5,0.5508840084075928
San_Berna,83619,0.16579636931419373
San_Diego,4012,0.5770918428897858
San_Ferna,427,0.15769262611865997
San_Fran1,62129,0.7556720972061157
San_Fran2,819,0.6143861413002014
San_Gabri,840,0.5846912562847137
San_Joaqu,1499,0.6421087980270386
San_Juan_,503,0.9414961338043213
San_Luis_,1969,0.5772978663444519
San_Pablo,86353,0.6800644397735596
Sandy_Hoo,32729,0.7388138771057129
Santa_Ana,388,0.5807862877845764
Santa_Bar,1936,0.5605849027633667
Santa_Cla,739,0.5737277269363403
Santa_Ma2,887,0.5776283144950867
Santa_Mon,734,0.5804028511047363
Santa_Yne,834,0.5483245849609375
Santee,54946,0.6140414476394653
Sarasota_,6265,0.18743941187858582
Satilla,38648,0.7214972972869873
Saugatuck,5894,1.0380854606628418
Schuylkil,211,0.8534784913063049
Seal_Beac,5025,0.5829506516456604
Severn,16099,0.18811547756195068
Shetucket,6,0.43297818303108215
Siletz_Ya,6015,0.9261523485183716
Siltcoos,7,0.8864332437515259
Siuslaw,1230,0.8796658515930176
Sixes,1447,0.8021221160888672
Skokomish,45,1.2170839309692383
Smith,3679,0.7504862546920776
Snohomish,377,1.1410187482833862
South_Car,102738,0.7698942422866821
South_Cor,22857,0.16576465964317322
South_Lag,55570,0.1553606390953064
Southern_,169517,0.9021019339561462
St_Andrew,84181,0.1868446320295334
St_Croix,102,2.6103885173797607
St_George,28490,1.3881858587265015
St_Helena,94719,0.9339819550514221
St_Marys,94475,0.8854124546051025
Stillagua,208,1.1494115591049194
Strait_of,1016,1.0543887615203857
Suisun_Ba,235788,0.6223325729370117
Tampa_Bay,19564,0.259569376707077
Tangier,410017,0.2915230691432953
Tangipaho,3583,0.1725994199514389
Thames,9576,0.3842967748641968
Tickfaw,156,0.1758705973625183
Tomales_D,6362,0.6550134420394897
Umpqua,1572,0.8972700834274292
Upper_Ca2,74,0.17197530716657639
Ventura,112,0.5733590126037598
Vermilion,769600,0.17105309665203094
Vero_Beac,4539,0.21015101671218872
Waccasass,175592,0.4067062437534332
West_Cent,1469011,0.16593964397907257
West_Fork,73,0.17125584185123444
West_Galv,168656,0.178084596991539
West_Mata,75272,0.12030866742134094
West_San_,56057,0.1068616509437561
White_Oak,127457,0.3007231056690216
Willapa_B,32165,1.042834758758545
Wilson_Tr,11176,0.8799397945404053
Withlacoo,7838,0.44174572825431824
Yellow,3943,0.19745087623596191
York,31407,0.33108118176460266
