Abbrev,n,median
Lavaca,21634,3.0467809438705444
Liberty_B,86372,1.5633504986763
Little_Ma,1244,1.0137033462524414
Long_Isla,11771,0.2396160364151001
Los_Angel,124,0.43266063928604126
Lower_And,1267,0.17332887649536133
Lower_Bra,1876,1.8944631218910217
Lower_Cal,733005,1.7451080083847046
Lower_Che,187,0.20523911714553833
Lower_Cho,7013,2.9780757427215576
Lower_Co1,2188,2.2868579626083374
Lower_Co3,1064,0.23998695611953735
Lower_Co4,18702,0.2333446592092514
Lower_Con,10884,0.4980110079050064
Lower_Del,19284,0.3412596732378006
Lower_Eel,5436,0.33623698353767395
Lower_Hud,7997,0.39829111099243164
Lower_Jam,38731,0.7749227285385132
Lower_Ken,610,0.17428143322467804
Lower_Kla,9,0.33431532979011536
Lower_Mis,70625,1.615419864654541
Lower_Nec,8463,2.0285305976867676
Lower_Nue,2092,3.4393826723098755
Lower_Och,18924,0.7108023166656494
Lower_Pea,110569,1.4307286739349365
Lower_Pen,2274,0.19188331067562103
Lower_Pot,45839,1.0770231485366821
Lower_Rap,35904,1.197968065738678
Lower_Rio,192,1.7626899480819702
Lower_Rog,239,0.3052996098995209
Lower_Sab,207207,1.809064269065857
Lower_Sac,8960,0.4015762209892273
Lower_San,5199,5.47442626953125
Lower_Sav,64997,0.2534357011318207
Lower_Ska,642,0.22097332030534744
Lower_St_,82685,0.40952491760253906
Lower_Sus,477,0.8084912896156311
Lower_Suw,20442,0.6041747033596039
Lower_Tri,28691,1.628796935081482
Lynnhaven,38093,0.7100469470024109
Mad_Redwo,9410,0.3011323809623718
Maine_Coa,26001,0.1458836793899536
Manatee,6607,0.9900277853012085
Mattaponi,12344,1.010582685470581
Mattole,39,0.43436726927757263
Mermentau,945205,1.6960841417312622
Merrimack,9895,0.2321292608976364
Middle_Hu,54,1.06649911403656
Middle_Po,2732,0.7248511612415314
Mission,20493,3.6016812324523926
Mississip,214347,1.1626818180084229
Mobile_Ba,38720,1.5378888249397278
Mobile_Te,58047,1.1271077394485474
Monterey_,7687,0.42249172925949097
Mullica_T,229135,0.5847743153572083
Myakka,5200,1.3056291341781616
Nanticoke,65369,0.7851073145866394
Narragans,20155,0.4051322340965271
Nassau,123119,0.36199361085891724
Navidad,3352,4.547464370727539
Necanicum,110,0.36520785093307495
Nehalem,2937,0.29146072268486023
New,21479,1.0311404466629028
Newport_B,723,0.4120952785015106
Nisqually,95,0.1676557958126068
Nooksack,1561,0.2682549059391022
North_Cor,35385,2.1644957065582275
North_Gal,4866,1.6452227234840393
North_Lag,4081,1.47632896900177
Northern_,15140,0.24009085446596146
Ogeechee_,953211,0.27256259322166443
Pajaro,420,0.4317609965801239
Pamunkey,24332,0.9512548446655273
Pascagoul,67701,1.0721393823623657
Passamaqu,2587,0.10000838339328766
Patuxent,22250,1.1336385011672974
Pawcatuck,7934,0.6538059115409851
Peace,6868,1.1666411757469177
Pensacola,21871,1.2959493398666382
Perdido,1132,1.9759676456451416
Perdido_B,15287,1.905282735824585
Piscataqu,50776,0.21945831924676895
Pokomoke_,154180,0.7469283640384674
Presumpsc,22301,0.1840401589870453
Puget_Sou,13572,0.21224675327539444
Queets_Qu,355,0.25940990447998047
Quinnipia,21643,0.331755131483078
Raritan,13224,0.3284876346588135
Russian,47,0.4460647702217102
Sabine_La,571656,1.683344841003418
Saco,1437,0.20102256536483765
Salinas,479,0.44380253553390503
Salkehatc,268493,0.28845152258872986
San_Anton,3,1.8425630331039429
San_Berna,82966,1.7346990704536438
San_Diego,3882,0.424151286482811
San_Ferna,412,2.438434362411499
San_Fran1,61896,0.33926013112068176
San_Fran2,684,0.43605515360832214
San_Gabri,569,0.4494315981864929
San_Joaqu,1485,0.4034179449081421
San_Juan_,263,0.26874375343322754
San_Luis_,1946,0.45901186764240265
San_Pablo,85154,0.3510078936815262
Sandy_Hoo,31942,0.3462369590997696
Santa_Ana,302,0.42499367892742157
Santa_Bar,1863,0.4442385137081146
Santa_Cla,516,0.5477884411811829
Santa_Ma2,854,0.544503390789032
Santa_Mon,630,0.4177377372980118
Santa_Yne,768,0.5905384421348572
Santee,54916,0.392005056142807
Sarasota_,3279,1.2664731740951538
Satilla,38647,0.3766690790653229
Saugatuck,5421,0.23516662418842316
Schuylkil,178,0.2834763377904892
Seal_Beac,4753,0.4211456775665283
Severn,14609,1.724425196647644
Shetucket,6,0.5547364354133606
Siletz_Ya,4984,0.2811847925186157
Siltcoos,7,0.4119625389575958
Siuslaw,1175,0.29957008361816406
Sixes,1340,0.7023874223232269
Skokomish,45,0.19643788039684296
Smith,3358,0.32968616485595703
Snohomish,362,0.21093326807022095
South_Car,99653,0.312785804271698
South_Cor,14031,1.5047928094863892
South_Lag,52181,1.727065086364746
Southern_,142250,0.28841835260391235
St_Andrew,74864,1.3343377113342285
St_Croix,42,0.10309595242142677
St_George,25051,0.21234776079654694
St_Helena,89700,0.2587161660194397
St_Marys,94468,0.27067191898822784
Stillagua,175,0.21289637684822083
Strait_of,448,0.24486467987298965
Suisun_Ba,235776,0.40014415979385376
Tampa_Bay,19564,0.9756669998168945
Tangier,362986,0.8928432464599609
Tangipaho,3583,1.4791431427001953
Thames,9074,0.666918009519577
Tickfaw,156,15.357320308685303
Tomales_D,5973,0.3804042339324951
Umpqua,1280,0.29259391129016876
Upper_Ca2,71,11.973381996154785
Ventura,94,0.5075727105140686
Vermilion,769600,1.6478612422943115
Vero_Beac,4539,1.3373608589172363
Waccasass,150592,0.5976834297180176
West_Cent,1469011,1.5913548469543457
West_Fork,73,19.730255126953125
West_Galv,163729,1.499290108680725
West_Mata,74187,3.700068473815918
West_San_,52973,3.4033029079437256
Willapa_B,28459,0.236489400267601
Wilson_Tr,9572,0.3065905123949051
Withlacoo,5878,0.5421270728111267
Yellow,3935,1.2121734619140625
York,28251,0.8933411836624146
